name;Crowd_limit;Nazev_okruhu;Time_duration;Tours_content
Slatiňany;max. 20 osob;Letní sídlo Auerspergů (základní okruh);délka 45 minut;Šlechtické reprezentační, společenské a soukromé interiéry v prvním patře zámku, které obývala od jara do podzimu rodina knížat z Auerspergu.
Hrádek u Nechanic;max. 20 osob;Lesk a sláva Harrachů (základní okruh);délka 50 minut;V původních bohatě zdobených a vybavených interiérech je prezentována ukázka bydlení šlechty ve druhé polovině 19. století. Prohlídka reprezentačních sálů v přízemí zámku rodu Harrachů. Okruh se znovu otevře 5. dubna 2025.
Valeč;max. 100 osob;Lapidárium originálů soch Matyáše Bernarda Brauna;délka 60 minut;"Audiovizuální expozice 28 originálních soch a sousoší z dílny významného barokního sochaře Matyáše Bernarda Brauna. Sochy postav lidských vlastností a antické mytologie jsou zpřístupněny v různých světelně hudebních atmosférách. Návštěvník si expozici prochází ""ve dne"" v ""noci"", ""za bouře"" či vichru""..."
Veltrusy;max. 30 osob;Laboratorium;délka 45 minut;Návštěvníci získávají příležitost nahlédnout pod pokličku běžného provozu zámku, seznámit se s historií jeho obnovy od povodní 2002 a vyzkoušet si práci badatele, archeologa i restaurátora. V pěti sálech budete objevovat, jakým způsobem dochází k degradaci různých materiálů, jak jsou sbírkové předměty i celé stavby zkoumány, opravovány a jak se preventivně chrání.
Květná zahrada Kroměříž;max. 40 osob;Květná zahrada s průvodcem;délka 90 minut;Kroměřížská Květná zahrada, známá též pod názvem Libosad, patří mezi nejvýznamnější zahradní díla v celosvětovém měřítku. Jde o přechod od pozdně renesančních italských zahrad k zahradám barokně klasicistním francouzského typu, jako je například ta ve Versailles. Dnes patří Květná zahrada mezi nejvýznamnější zahradní památky, její půvab můžete obdivovat v každém ročním období.
Květná zahrada Kroměříž;max. 30 osob;Květná zahrada s komentovanou prohlídkou Rotundy;délka 30 minut;V samém srdci květnice byl mezi léty 1666–1668 podle projektu Giovanniho Pietra Tencally vystavěn osmiboký centrálně orientovaný pavilon – Rotunda. Její interiér je bohatě a důmyslně zdobený nejen mytologickými výjevy s náměty Ovidiových Proměn, ale také detaily vytvářejícími silnou iluzivní a emotivní atmosféru – okny s různobarevnými skly, mozaikovou podlahou sestavenou z drobných oblázků a především grotty dekorované tufem a lasturami. Centrální prostor pavilonu doplňuje Foucaultovo kyvadlo, které bylo instalováno roku 1908 z iniciativy kroměřížského gymnazijního profesora Františka Nábělka, a jehož pohyb demonstruje zemskou rotaci.
Květná zahrada Kroměříž;neomezeně;Květná zahrada;délka 60 minut;Kroměřížská Květná zahrada, známá též pod názvem Libosad, patří mezi nejvýznamnější zahradní díla v celosvětovém měřítku. Jde o přechod od pozdně renesančních italských zahrad k zahradám barokně klasicistním francouzského typu, jako je například ta ve Versailles. Dnes patří Květná zahrada mezi nejvýznamnější zahradní památky, její půvab můžete obdivovat v každém ročním období.
Švihov;max. 15 osob;KUCHYNĚ – Zázemí šlechtického sídla;délka 40 minut;Vydejte se společně s purkrabím zkontrolovat zásoby, strážné i kuchaře, a poznejte tak, co všechno měl na starost. Projdete zajímavé prostory středověkého hradu, od sklepení přes vnitřní nádvoří, strážnici a kancelář, parkánem až do černé kuchyně. Tentokrát nenavštívíte krásné nablýskané sály. Tento prohlídkový okruh vás zavede naopak do míst, kam často nezavítalo ani hradní panstvo. Poznáte ale blíže, jak fungovalo zázemí švihovského hradu na přelomu 15. a 16. století.
Horšovský Týn;max. 23 osob;Kuchyně - z tajů depozitáře (výběrový okruh);délka 50 minut;Tento okruh vás zavede do zámecké kuchyně a skladovacích prostor. Kromě prostor zámecké kuchyně z 20. let minulého století se jedná také o zpřístupněný depozitář skla, porcelánu, látek a dalších předmětů. Celkem je na tomto prohlídkovém okruhu uvidíte přes 2500 exponátů a zdoláte pouze 6 schodů.
Hluboká nad Vltavou;max. 20 osob;Kuchyně;délka 35 minut;Unikátní ukázka kuchyně velkého panského domu. Stejně jako romantická přestavba zámku v 19. století, byla i orientace kuchyně a její poloha inspirována anglickými sídly. Kuchyně je v suterénu, v části orientované na sever, aby tehdejší provoz s velkými kuchyňskými sporáky nerušil život na zámku. Návštěvníka překvapí nejen svou rozlohou, ale i jednotlivými částmi zaměřenými podle úpravy a charakteru jednotlivých pokrmů (studená kuchyně, teplá kuchyně, cukrárna). Autentické vybavení a zařízení bylo používáno ještě krátce po roce 1945.
Zvíkov;max. 50 osob;Královský palác (základní okruh);délka 55 minut;Gotický palác je důkazem stavitelského umění doby Přemysla Otakara II. konce třináctého století.
Náměšť nad Oslavou;max. 10 osob;Královský a dětský apartmán;délka 80 minut;Takzvaný Královský apartmán tvořily prostory jižního a západního křídla horního poschodí zámku a v době posledních majitelů sloužily jako místnosti pro ubytování významných hostů rodiny Haugwitz. Ve východním křídle stejného poschodí pak byl i dětský apartmán, který byl tvořen místnostmi pro děti posledních majitelů a jejich vychovatelek. V roce 2015 byla část prostor obou apartmánů upravena do podoby instalovaného depozitáře s tím, že tak byl učiněn první krok k budoucí celkové rehabilitaci prostor horního patra zámku a k jejich navrácení do podoby z počátku 20. století. Od roku 2018 se Královský a dětský apartmán stal plnohodnotným výběrovým návštěvnickým okruhem. Je přístupný pouze v červenci a srpnu o sobotách a nedělích a ve dnech státních svátků. Na podzim pak o státních svátcích 28. září a 28. října. Věnujte prosím pozornost uvedeným termínům prohlídek. Rezervace prohlídek je nutná. Upozornění: Královský apartmán je v nejvyšším patře zámku, převýšení je 100 schodů.
Milotice;max. 25 osob;Kostýmové prohlídky pro školy a školky;délka 60 minut;Kostýmové prohlídky určené pro mateřské školy a 1. - 3. třídu základních škol, při nichž se děti stanou hosty milotické paní hraběnky.
Milotice;max. 20 osob;Kostýmové prohlídky;délka 30 minut;Oblečte se se svými blízkými do replik dobových šatů a přeneste se v čase zpět do období baroka!
Mnichovo Hradiště;max. 50 osob;Kostel a kaple;délka 35 minut;"Na státním zámku Mnichovo Hradiště se nachází sakrální interiér kostela sv. Tří králů a kaple sv. Anny s hrobkou Albrechta z Valdštejna, lapidárium barokních soch a stálá panelová výstava ""Poslední odpočinek Albrechta z Valdštejna a paměť rodu přetrvá"". Prohlídky jsou vypisovány dle zájmu návštěvníků a provozních možností zámku."
kostel Nanebevzetí Panny Marie v Mostě;max. 50 osob;Kostel;délka 60 minut;Prohlídka samotné lodi kostela, spojená s promítáním filmu o přesunu kostela.
Český Krumlov;max. 20 osob;Konírna a sedlárna;délka 0 minut;Poutavá expozice, jejímž nejpřitažlivějším artefaktem je schwarzenberský vůz pro korunovaci císařovny Marie Terezie v Praze, tažený slavnostně vystrojeným šestispřežím. Pro zapřažené grošáky se dokonce dochovaly postroje včetně ozdobných sametových vyšívaných pokrývek. Další zajímavostí jsou slavnostní sáně tažené koněm v přepychovém postroji. Vystavené jsou také dochované čabraky, ohlávky, udidla, barokní sedla a další součásti jezdecké výstroje. Knížecí konírna na V. zámeckém nádvoří byla vybudována v letech 1750 - 1752, v přízemí tzv. Renesančního domu, schwarzenberským dvorním stavitelem Františkem Jakubem Fortinem (Fortinim) v bezprostřední blízkosti Zámecké jízdárny. V jejích prostorách, zastropených valenou klenbou, bývali ustájeni polokrevníci, které využívala vrchnost k projížďkám po okolí. V interiéru konírny je dodnes dochováno na 22 výklenků s tesanými kamennými žlaby a u prostředního okna bohatě profilovaná nádrž na vodu.
Valtice;max. 40 osob;Kolonáda Na Rajstně;délka 35 minut;Monumentální památník se tyčí na vyvýšenině nedaleko Valtic a nabízí ze své terasy skvělou vyhlídku na celý Lednicko-valtický areál.
Valtice;max. 25 osob;Knížecí byt: Apartmán Františka I. z Liechtensteinu (základní okruh);délka 35 minut;Od května do října 2025 nabídneme prohlídky Knížecího bytu vlastním tempem bez průvodce. Expozice je doplněna o historické ukázky i desítky kusů soudobých výrobků ze Sklárny v Květné, která byla založena v roce 1794 z rozhodnutí knížete Aloise I. z Liechtensteinu.
Zlatá Koruna;max. 30 osob;Klášter s barokní lékárnou (základní okruh);délka 40 minut;Komentovaná prohlídka je zaměřena na klášterní život v 18. století. Začíná v bývalém refektáři noviců a pokračuje do přízemí velkého konventu, který je hlavní klášterní budovou. Návštěvníci si prohlédnou knihovnu, mnišskou celu, pracovnu, latríny, ohřívárnu, jídelnu a křížovou chodbu s výhledem do rajského dvora. V knihovní chodbě je vystaveno několik vzácných výukových obrazů z cyklu tzv. Zlatokorunské školy, která byla založena posledním opatem pro děti místních poddaných. Vrcholem prohlídky je unikátní barokní lékárna v prostorách bývalé klášterní kuchyně.
Kladruby;max. 25 osob;Klášter;délka 60 minut;Hlavní prohlídkový okruh představuje návštěvníkům život mnichů v barokním benediktinském klášteře, jejich ubytování, stravování, duchovní život, práci i odpočinek v obnovených částech nového a starého konventu, na rajském dvoře a v původním interiéru barokně gotického kostela Nanebevzetí Panny Marie od architekta Jana Blažeje Santiniho Aichela.
Frýdlant;max. 8 osob;Kastelánské křídlo;délka 45 minut;Nová výběrová trasa pro malé skupiny, která provede návštěvníka nejnovější částí areálu - žlutým zámkem, kde je situovaný plně vybavený byt z 19. století. Prohlídka je zaměřena konkrétně na první tři generace rodiny Clam-Gallasů, kteří otevřeli nejen nejstarší hradní muzeum již v roce 1801, ale také vybudovali nedaleké lázně Libverda. Intimní trasa je bez provazů, věci si tak návštěvník může dostatečně prohlédnout.
Karlštejn;max. 16 osob;Karlštejnské hradní kaple (výběrový okruh);délka 100 minut;Okruh prochází východním křídlem Císařského paláce, horním patrem Mariánské věže a Velkou věží. Nabízí ke zhlédnutí historicky nejcennější prostory hradu Karlštejna, které patří mezi světové unikáty (Malá hradní obrazárna se sbírkou grafiky, kostel Nanebevzetí Panny Marie, nahlédnutí do kaple sv. Kateřiny, bývalá sakristie, visutý věžní most, Hradní lapidárium, Velká obrazárna, pracovna architekta Josefa Mockera, věžní schodiště s nástěnnými malbami ze 14. století, kaple sv. Kříže). Vzhledem k široké a pro děti náročné tematické náplni II. okruhu (křesťanství, symbolika, duchovno, víra, nástěnné malby...) nedoporučujeme návštěvu dětem do 7 let, kterým není výklad přizpůsoben a pro něž je prohlídka dlouhá. Tento prohlídkový okruh je pouze s průvodcem.
Karlštejn;max. 15 osob;Karlštejn jako uzavřená pevnost (mimořádný okruh);délka 180 minut;Pojďte s námi objevovat nepoznané krásy hradu Karlštejn jako uzavřené pevnosti – tedy bez návštěvnického ruchu. Přijďte zažít pocity, které na tomto úchvatném místě mohl prožívat sám Karel IV. Projděte s naším průvodcem jen v malé družině hradní brány, nádvoří, areál hradní studny, hradby, císařovy komnaty a všechny karlštejnské svatyně včetně kaple svatého Kříže. To vše takřka soukromě a celé najednou. Je to ojedinělý zážitek. Prohlídky začínají ve vybrané pondělky každou celou hodinu a vstupenku je nutné zakoupit online.
Karlštejn;max. 6 osob;Kaple večerního Karlštejna (mimořádný okruh);délka 120 minut;Exkluzivní mimořádná večerní prohlídka posvátných prostor hradu Karlštejn včetně kaple svatého Kříže. I letos můžete projít a s tichou modlitbou stanout na místech, ve kterých dlel císař Karel IV. Na nádvořích utichne turistický ruch a Karlštejn se ponoří do tichého večerního odpočinku. To je právě ta správná doba na mimořádný zážitek – procházku karlštejnskými kaplemi včetně interiéru kaple svaté Kateřiny a presbyteria kaple sv. Kříže. Kapacita prohlídky je striktně omezena na max. 6 osob. Vstupenky pouze v předprodeji nebo on-line.
Grabštejn;max. 20 osob;Kaple svaté Barbory;délka 30 minut;Kaple svaté Barbory na Grabštejně je unikátní prostor přesahující svou historickou a uměleckou hodnotou daleko za regionální hranice.
Buchlov;max. 40 osob;Kaple sv. Barbory (výběrový III.);délka 20 minut;Vzdálenost od hradu 1,5 km (cca 15 minut chůze). Barokní rodinná hrobka Petřvaldů a Berchtoldů. Jen s průvodcem. Prodej vstupenek na hradě nebo přímo v kapli. Otevřeno červenec – srpen.
Březnice;max. 33 osob;Kaple Neposkvrněného početí Panny Marie;délka 5 minut;Architektura zámecké kaple přibližuje téměř všechny vývojové fáze baroka od raně barokních stavebních prvků z první poloviny 17. století včetně portálu z červeného sliveneckého mramoru přes vrcholně barokní inventář z poloviny 18. století až po funkční rokokové varhany z roku 1796.
Kunětická hora;max. 40 osob;Kaple (výběrový okruh);délka 10 minut;Kaple sv. Kateřiny Alexandrijské s původní sklípkovou klenbou byla vybudována Pernštejny na přelomu 15. a 16. století. V interiéru naleznete mj. mimořádně kvalitní barokní oltářní obraz zpodobňující svatou Kateřinu, patronku učenců, i s jejími atributy. Zajímavostí je mramorová deska v triumfálním oblouku připomínající návštěvu císaře Františka I. s rodinou v roce 1820, a odkryté nápisy na stěnách, pocházející většinou z konce 17. století (různé letopočty a podpisy). Ke kapli přiléhá barokní kaplička sv. Barbory z počátku 18. století. Z terasy u kaple je hezký výhled na Pardubice, Chrudim a Železné hory.
Vizovice;max. 25 osob;Kaple;délka 15 minut;Zámecká kaple prošla v roce 2013 a 2014 náročnou stavební obnovou. Po svém znovuotevření se stala samostatným prohlídkovým místem, a to především proto, aby měli návštěvníci možnost věnovat její obhlídce více času a pozornosti. Během dvou let prací jsme díky podrobnému průzkumu historie kaple a jejího vybavení získali celou řadu zajímavých informací, o které bychom se rádi s návštěvníky podělili. K tomu účelu je proto vyčleněno 15 minut, během nichž si bude moci každý zájemce interiér kaple dobře prohlédnout a podrobně se s tímto mimořádným a ojedinělým prostorem seznámit.
Raduň;max. 25 osob;Jižní zámek A (základní okruh);délka 60 minut;Základní prohlídkový okruh nabízí pohled do reprezentačních prostor aristokratické rodiny v rovině jedné, v druhé pak ukazuje soukromé pokoje služebného personálu. Mapuje životní styl obyvatel zámku od počátku 19. století až do poloviny 20. století. Z reprezentativních a honosně vyzdobených místností (jídelny, salonků a knihovny) pokračuje do skromněji vybavených prostor komorníka (asistenta zámeckého pána), komorné (pečovala o oděv zámecké paní), společnice (důvěrnice zámecké paní), guvernantky (starala se o zámecké děti) a přestavuje i svět nejmenších obyvatel zámku. Prohlídka umožňuje nahlédnout také do hygienického zázemí. Za vlídného počasí směřuje i na nádvoří zámku a do zimní zahrady, kde se za teplých letních dnů podávala snídaně. Minimální počet osob ve skupině je pět. Poslední prohlídka začíná hodinu před zavírací dobou. Doporučujeme rezervaci, a to na telefonním čísle 553 796 203.
Janův hrad;max. 30 osob;Janohrad (základní okruh);délka 25 minut;Prohlídkový okruh prochází prvním patrem hradu. Obsahuje velký rytířský sál, k němu přiléhající dva dámské salónky a odpočinkové salónky v severní a východní věži - do těchto místností se přechází přes ochozy prvního patra. Návštěvník je během prohlídky seznámen s historií objektu, knížecím rodem Lichtenštejnů a využitím jednotlivých místností.
Lednice;max. 30 osob;Janohrad (základní okruh);délka 25 minut;Byl vybudován u lovecké obory, na místě obtékaném ze tří stran řekou Dyjí. Sloužil jako lovecký zámeček – shromaždiště panstva před honem, místo konání posledních lečí. Po honech se zde konaly bohaté hostiny, na nichž se vyhlašoval král honu. Objekt sloužil rovněž jako obydlí pro knížecího hajného. Stavbu podle projektu Josepha Hardtmutha započal v roce 1801 Alois I. Josef kníže z Lichtenštejna, ten však v roce 1805 umírá a stavbu dokončuje o tři roky mladší bratr – Jan I. Josef kníže z Lichtenštejna.
Hrubý Rohozec;max. 25 osob;IV. Prohlídka pro MŠ a ZŠ (Mimořádný okruh);délka 60 minut;Prohlídka i výklad je průběhem individuálně přizpůsobena potřebám malých návštěvníků. Pouze pro organizované a předem objednané skupiny. Okruh je určen mateřským školám a třídám I. stupně základních škol.
vila Stiassni v Brně;max. 20 osob;Interiéry vily Stiassni (základní okruh);délka 60 minut;Základní prohlídkový okruh. Prohlídka reprezentačních prostor prvorepublikové vily a soukromých apartmánů rodiny s průvodcem.
Sázava;max. 100 osob;Interaktivní videoaudio prohlídka s mobilním telefonem – klášter Sázava v proměnách času;délka 50 minut;Nechcete čekat na začátky časů prohlídek s průvodcem? Chcete v průběhu Vaší návštěvy vidět i podoby starších podob kláštera, nahlédnout virtuálně do prostoru svatoprokopské jeskyně nebo vidět podobu středověkého sídliště s tetrakonchálním chrámem z 11. století, z něhož jsou dnes patrné jen jeho archeologické základy na klášterní zahradě? nebo nahlédnout do minulosti při pozorování stavby dodnes nedostavěného gotického chrámu tak, jak vizuál vytvořili tvůrci studia Warhorse pro videohru Kingdom Come: Deliverance? Chcete i zakusit atmosféru dochovaných autentických interiérů středověké kapitulní síně, barokní jídelny, křížové chodby či opatské kaple s chorály, jemnou hudbou i několika větami staroslověnského jazyka prostřednictvím krátkých video artů? Vlastníte chytrý telefon s daty? Pak je právě pro vás určená naše novinka - videoaudioprohlídka klášterním areálem.
Březnice;max. 15 osob;Interaktivní audiovizuální okruh – renesance na dotek;délka 60 minut;Renesanční epocha vtiskla březnickému zámku jedinečnou, do dnešních dnů přetrvávající podobu. Formu expozice jsme podřídili záměru představit renesanci netradičním způsobem. Téma je představeno audiovizuálními moduly, v některých případech s možností interaktivního přístupu návštěvníků. Nový návštěvní okruh také návštěvníkům přiblíží dávné tajemství svatby arcivévody Ferdinanda Habsburského a Filipíny Welserové. Expozice dále umožňuje prohlédnout si zachovaný originál renesanční památky – grafiky Kolovratské svatby z roku 1580 a zároveň shlédnout autentické renesanční interiéry březnického zámku, zejména nejstarší zámeckou knihovnu v Čechách z roku 1558, zvanou Lokšanskou, a hodovní renesanční síň. Cílem nové expozice je nabídnout historické poznání zábavnější formou.
Hrubý Rohozec;max. 25 osob;III. Zámek dětem (Mimořádný okruh);délka 25 minut;Zkrácená prohlídka pro rodiny s dětmi prochází dvě zámecké knihovny, jídelnu a dětské pokoje. Je zaměřena na nejmladší návštěvníky, zejména děti od 3 do 7 let. Prohlídka je obohacena o kostým princezny. Prohlídka probíhá především formou otázek. Prohlídky dětského okruhu odcházejí pouze v předem stanovené časy.
Mníšek pod Brdy;max. 15 osob;III. Zámek dětem (Mimořádný okruh I.);délka 45 minut;Prohlídka prochází prvorepublikovými interiéry soukromých pokojů. Uvidíte ložnice, koupelny a bohatě vybavený dětský pokojíček. Děti zažijí dobrodružství s královnou Elsou a s čarodějnicí. Budou si s dětmi povídat o tom, jak se vaří čarodějnické lektvary, jaký typ létajícího koštěte je nejlepší. A jaké mívají čarodějnice zvířecí mazlíčky. Prohlídka je určena dětem od šesti let. Děti do patnácti let mohou navštívit prohlídku pouze v doprovodu dospělého. Upozorňujeme, že vstupenku na prohlídku musí mít každý návštěvník prohlídky. Vstupenky na prohlídku nakupujte buď v online prodeji nebo se rezervujte na čísle 606 649 207.
Hrubý Rohozec;max. 25 osob;II. Soukromá apartmá (výběrový okruh);délka 70 minut;Prohlídka tohoto okruhu zahrnuje interiéry ve druhém patře zámku, tj. hlavní schodiště, halu nad schodištěm, malou chodbu, dětskou hernu, dětskou ložnici, pokoj guvernantky, pokoj pokojské, hostinský pokoj pro služebnictvo, pokoj u platanu, pokoj hraběnky Augusty Gabriely, pokoj hraběnky Marie Immaculaty, klenutý pokoj, modrý salon, zelený pokoj, ložnici pro hosty, velkou chodbu, pokoj hraběte Karla Bedřicha, pokoj hraběte Kuna Theodora, biliárový pokoj, chodbu k oratoři a oratoř. Všechny uvedené místnosti mají bohatou výzdobu a jsou zařízeny původním nábytkem, obrazy, porcelánem a dalšími umělecky i historicky cennými předměty.
Mníšek pod Brdy;max. 15 osob;II. První republika – soukromé pokoje (Výběrový okruh I.);délka 35 minut;Druhý okruh představuje osm historických prostor a arkádu. Seznámíte se se soukromými pokoji, ve kterých poslední majitelé Kastové každodenně pobývali. Dětské pokoje, ložnice, koupelny jsou zařízeny do nejmenších detailů, nechybí křticí zavinovačka, dobové hračky, učební pomůcky, záchod či nočník. Vstupenky na prohlídku nakupujte přednostně v online prodeji, kde také naleznete vypsané začátky prohlídek. Při objednávce pro organizované skupiny nás, prosím, kontaktujte na e-mailu: mnisek@npu.cz. Pro organizované skupiny je otevřeno od 10.00 do 15.00. V případě dotazu volejte na číslo 606 649 207.
Velké Losiny;max. 18 osob;II. Liechtensteinové na Losinách (základní okruh);délka 60 minut;Prohlédnete si pohodlné bydlení posledních majitelů zámku z počátku 20. století. Uvidíte soukromé pokoje knížecích manželů, společenské salony empírového křídla, dále pak technické vymoženosti v podobě koupelen se splachovacími toaletami a moderní zámeckou kuchyni s přípravnou jídel.
Uherčice;max. 10 osob;II. Hospodářské zázemí;délka 30 minut;Prohlídkový okruh II. zavede návštěvníky do hospodářského zázemí zámku. Lze vidět zámecký lihovar, ve kterém se líh pálil až do roku 1969 a je zde zachováno původní vybavení včetně parního stroje a transmise sloužící k pohonu zařízení.
Velké Losiny;max. 35 osob;I. Žerotínové na Losinách (základní okruh);délka 60 minut;Navštívíte vzácně dochované renesanční interiéry vysokého zámku, projdete se po arkádovém ochozu, uvidíte ojedinělé kožené a textilní tapety a nástěnné koberce ze 17. století. Součástí trasy je i připomínka čarodějnických procesů a působivá barokní kaple s bohatou freskovou výzdobou.
Hrubý Rohozec;max. 25 osob;I. Reprezentační prostory (základní okruh);délka 60 minut;Prohlídka tohoto okruhu zahrnuje interiéry v prvním patře zámku, tj. schodiště ke kapli, předkaplí, sakristii, kapli Nejsvětější Trojice, malou knihovnu, velkou knihovnu, jídelnu, zelený salon, apartmá hraběte (pracovna, lovecký salon a ložnice), loveckou chodbu s náhledem na dobovou toaletu, apartmá hraběnky (salon a ložnice), předpokoj a hlavní schodiště. Všechny uvedené místnosti mají bohatou výzdobu a jsou zařízeny původním nábytkem, obrazy, porcelánem a dalšími umělecky i historicky cennými předměty.
Mníšek pod Brdy;max. 20 osob;I. První republika – reprezentativní salony (Základní okruh I.);délka 45 minut;První okruh představuje jedenáct historických prostor věnovaných bydlení drobné šlechty na počátku 20. století. Jde o reprezentativní místnosti zámku – zimní jídelnu, kapli, velkou jídelnu, přípravnu, velký salon s hodinovou věží, pánský salon, dámský salon, knihovnu, pracovnu, lovecký salon a arkádu s nástupním schodištěm. Vstupenky na prohlídku nakupujte přednostně v online prodeji, kde také naleznete vypsané začátky prohlídek. Při objednávce pro organizované skupiny nás, prosím, kontaktujte na e-mailu: mnisek@npu.cz. Pro organizované skupiny je otevřeno od 10.00 do 15.00. V případě dotazu volejte na číslo 606 649 207.
Hořovice;max. 25 osob;Hry a hračky malých aristokratů;délka 30 minut;Výběrový prohlídkový okruh. Výstava hraček šlechtických dětí z depozitářů hradů a zámků.
Bouzov;max. 20 osob;Hradním příkopem;délka 20 minut;Procházka hradním příkopem .
Křivoklát;max. 40 osob;Hradní paláce (základní okruh – reprezentativní prohlídka);délka 80 minut;Součástí prohlídky je i okruh GOTICKÉ PALÁCE. Prohlídka II. hradního nádvoří, Stříbrnice, Augustova vězení a dalších částí vězení a hladomorny, dále kaple, Rytířského sálu s expozicí Bible Václava IV., Královského sálu, knihovny, obrazárny, místnosti věnované osobnosti Filipíny Welserové a hradního fürstenberského muzea.
Kunětická hora;neomezeně;Hradní palác s věží (základní okruh);délka 45 minut;Po dokončení restaurátorských prací a rozsáhlé památkové obnovy je od jara 2023 opět otevřen objekt hradního paláce. Prohlídka zahrnuje interiéry hradu vybudovaného pány z Pernštejna na přelomu 15. a 16. století. Poprvé v novodobých dějinách se veřejnost může podívat i do severního křídla paláce. Součástí prohlídky je dále např. sklepení s archeologickými nálezy, reprezentační rytířský sál, zbrojnice, inovovaná expozice parforsních honů a výstup na věž. Vybrané expozice jsou speciálně nazvučeny - z Kuňky je nově hrad, který hraje, hrad, který zní! A zachován zůstal i největší drak, který kdy obýval české hrady. Prohlídky jsou samostatné a jejich uváděná délka je tak pouze orientační - záleží na návštěvnících, kolik času na prohlídce hradu a expozic stráví. Součástí prohlídky paláce je v každou celou hodinu (mimo individuálně objednané skupiny) výklad o historii Kunětické hory na palácovém nádvoří.
Pernštejn;neomezeně;Hradní nádvoří;délka 80 minut;Prohlídka čtyř hradních nádvoří, exteriérů velkolepé architektury, příležitostných výstav a některých menších interiérů dle denní nabídky. Výstavy a menší interiéry se uzavírají s koncem provozní doby. Rezervace není nutná a neděláme ji. Při zakoupení vstupenky na ostatní okruhy je okruh nádvoří již v ceně této vstupenky. Prohlídka bez průvodce, začátky prohlídek nejsou pevně stanoveny. Na okruh není povolen vstup s jízdními koly, koloběžkami, či podobnými dopravními prostředky ani když jsou vedeny či neseny. Vstup se zvířaty (ne jezdeckými a většími než velké psí rasy) je povolen za podmínky, že jsou striktně na vodítku (nikoliv lonži), nejsou přivazována k hradnímu mobiliáři a ponechávána bez dozoru. Vstup do dílčích interiérů je s nimi zakázán.
Český Krumlov;neomezeně;Hradní muzeum a zámecká věž;délka 55 minut;"Expozice Hradního muzea skýtá návštěvníkům jedinečnou příležitost prohlédnout si množství cenných exponátů ze zámeckých depozitářů, které připomínají nejvýznamnější události, vztahující se k rožmberským, eggenberským a schwarzenberským vlastníkům krumlovského panství. Expozice Hradního muzea má charakter historické muzejní instalace z 19. století. Interiéry jsou vybaveny historickými svítidly, zrestaurovanými kachlovými kamny a replikami starých muzejních vitrín. Zámecká věž je odnepaměti symbolem Českého Krumlova a výrazem jeho bohaté historie a výtvarné krásy. Světoznámý spisovatel Karel Čapek označil českokrumlovskou věž za ""nejvěžovatější věž"" ze všech věží. Výstup na vyhlídkový ochoz zámecké věže po 162 schodech odmění návštěvníky kouzelným výhledem na celé město a blízké okolí."
Litice;max. 35 osob;Hradem krále Jiřího (základní okruh);délka 35 minut;Návštěvnický okruh Vás provede jižním palácem a přilehlou věží. Prohlídka probíhá s průvodcem nebo bez průvodce s textem.
Bouzov;max. 20 osob;Hrad se představuje (základní okruh);délka 50 minut;Prohlídka reprezentačními a obytnými prostorami hradu.
Bouzov;max. 10 osob;Hrad křížem krážem;délka 120 minut;Výběrový prohlídkový okruh vás provede hradem od sklepení až po půdu. Pouze online prodej vstupenek.
Bouzov;max. 20 osob;Hrad Bouzov;délka 60 minut;Rozsáhlejší prohlídkový okruh, který vás provede reprezentačními a obytnými prostorami hradu sloužícího v 19. a začátkem 20. století jako sídlo Řádu německých rytířů.
Bezděz;max. 80 osob;Hrad Bezděz bez průvodce(základní okruh);délka 40 minut;Volná prohlídka hradu s tištěným textem a plánkem hradu. Prohlídkový okruh zahrnuje hradní kapli, královský palác, purkrabský palác, manský palác na II. nádvoří. Unikátní raně gotická kaple s dvojitým ochozem je tvořena dvěma poli křížových kleneb. Velká věž je přístupná bez průvodce v rámci individuální prohlídky hradu. Nově otevřený Manský palác na II.hradním nádvoří, kde jsou archeologické nálezy z kleneb tohoto paláce, středověký model hradu a mučící nástroje (palác otevřen květen-září z důvodu údržby expozice a impregnace podlah).
Pernštejn;max. 20 osob;Hrad a Mittrowští;délka 90 minut;Okruh je dostupný pouze o prázdninách (červenec - srpen), je nutná rezervace. Mimořádný prohlídkový okruh provede návštěvníky prostorami, které nelze zařadit z technických důvodů do základního okruhu. Instalace je zaměřena na poslední šlechtický rod na hradě, hrabata Mittrowské z Nemyšle (a tedy na 19. a 20. století na hradě). Je určen pro milovníky a znalce historie. Pouze pro fyzicky zdatné osoby, starší 12 let. S průvodcem. Uvedená délka prohlídky je pouze orientační. Prohlídka není k dispozici v cizím jazyce. Pouze na rezervaci, proto nevypisujeme termíny. Na prohlídku není možno zakoupit vstupenku on line. Okruh se trvale zobrazuje jako uzavřený, jelikož je otevřen právě jen rezervovaným. Není povolen vstup se zvířaty, ani nesenými, či v zavazadlech. Není povolen vstup s většími zavazadly a zavazadly nesenými na zádech, lze je před prohlídkou uložit v šatně.
